tick,timestamp,x_pred,y_pred,x_raw,y_raw,x_real,y_real,error_x,error_y,error_euclidean,error_x_raw,error_y_raw,error_euclidean_raw,yaw_cos,yaw_sin,inference_time_ms,smoothed
19,0.478,-3.957465,-0.014531,-3.957465,-0.014531,-3.872481,0.027355,,,,-0.084984,-0.041886,0.094745,1.000000,-0.000001,0.00,0
20,0.481,-3.957465,-0.014531,-3.957465,-0.014531,-3.871041,0.028795,,,,-0.086424,-0.043326,0.096676,1.000000,-0.000001,0.00,0
21,0.484,-3.957465,-0.014531,-3.957465,-0.014531,-3.869601,0.030236,,,,-0.087864,-0.044767,0.098611,1.000000,-0.000001,0.00,0
22,0.487,-3.957465,-0.014531,-3.957465,-0.014531,-3.868161,0.031676,,,,-0.089304,-0.046207,0.100550,1.000000,-0.000001,0.00,0
23,0.490,-3.957465,-0.014531,-3.957465,-0.014531,-3.866721,0.033116,,,,-0.090745,-0.047647,0.102493,1.000000,-0.000001,0.00,0
24,0.492,-3.957465,-0.014531,-3.957465,-0.014531,-3.865280,0.034557,,,,-0.092185,-0.049087,0.104439,1.000000,-0.000001,0.00,0
25,0.495,-3.957465,-0.014531,-3.957465,-0.014531,-3.863840,0.035997,,,,-0.093625,-0.050528,0.106389,1.000000,-0.000001,0.00,0
26,0.498,-3.957465,-0.014531,-3.957465,-0.014531,-3.862400,0.037437,,,,-0.095065,-0.051968,0.108342,1.000000,-0.000001,0.00,0
27,0.499,-3.957465,-0.014531,-3.957465,-0.014531,-3.860960,0.038877,,,,-0.096505,-0.053408,0.110298,1.000000,-0.000001,0.00,0
28,0.502,-3.957465,-0.014531,-3.957465,-0.014531,-3.859520,0.040317,,,,-0.097945,-0.054848,0.112256,1.000000,-0.000001,0.00,0
29,0.505,-3.957465,-0.014531,-3.957465,-0.014531,-3.858080,0.041757,,,,-0.099385,-0.056288,0.114218,1.000000,-0.000001,0.00,0
30,0.520,-3.925031,0.008634,-3.860162,0.054963,-3.856640,0.043197,-0.068391,-0.034564,0.076628,-0.003522,0.011765,0.012281,1.000000,-0.000001,10.51,1
31,0.522,-3.925031,0.008634,-3.925031,0.008634,-3.855200,0.044637,,,,-0.069831,-0.036004,0.078566,1.000000,-0.000001,0.00,0
32,0.526,-3.925031,0.008634,-3.925031,0.008634,-3.853760,0.046077,,,,-0.071271,-0.037444,0.080508,1.000000,-0.000001,0.00,0
33,0.529,-3.925031,0.008634,-3.925031,0.008634,-3.852320,0.047517,,,,-0.072711,-0.038884,0.082455,1.000000,-0.000001,0.00,0
34,0.532,-3.925031,0.008634,-3.925031,0.008634,-3.850880,0.048957,,,,-0.074151,-0.040324,0.084406,1.000000,-0.000001,0.00,0
35,0.534,-3.925031,0.008634,-3.925031,0.008634,-3.849440,0.050397,,,,-0.075591,-0.041764,0.086361,1.000000,-0.000001,0.00,0
36,0.536,-3.925031,0.008634,-3.925031,0.008634,-3.848000,0.051837,,,,-0.077031,-0.043204,0.088319,1.000000,-0.000001,0.00,0
37,0.540,-3.925031,0.008634,-3.925031,0.008634,-3.846560,0.053277,,,,-0.078471,-0.044644,0.090281,1.000000,-0.000001,0.00,0
38,0.542,-3.925031,0.008634,-3.925031,0.008634,-3.845120,0.054717,,,,-0.079911,-0.046084,0.092247,1.000000,-0.000001,0.00,0
39,0.545,-3.925031,0.008634,-3.925031,0.008634,-3.843680,0.056157,,,,-0.081351,-0.047524,0.094215,1.000000,-0.000001,0.00,0
40,0.550,-3.925031,0.008634,-3.925031,0.008634,-3.842240,0.057597,,,,-0.082791,-0.048964,0.096186,1.000000,-0.000001,0.00,0
41,0.553,-3.925031,0.008634,-3.925031,0.008634,-3.840800,0.059037,,,,-0.084231,-0.050404,0.098160,1.000000,-0.000001,0.00,0
42,0.556,-3.925031,0.008634,-3.925031,0.008634,-3.839360,0.060477,,,,-0.085671,-0.051844,0.100136,1.000000,-0.000001,0.00,0
43,0.558,-3.925031,0.008634,-3.925031,0.008634,-3.837920,0.061917,,,,-0.087111,-0.053284,0.102115,1.000000,-0.000001,0.00,0
44,0.562,-3.925031,0.008634,-3.925031,0.008634,-3.836480,0.063357,,,,-0.088551,-0.054724,0.104096,1.000000,-0.000001,0.00,0
45,0.576,-3.902320,0.032712,-3.902439,0.047730,-3.835040,0.064797,-0.067280,-0.032085,0.074539,-0.067399,-0.017068,0.069526,1.000000,-0.000001,10.51,1
46,0.578,-3.902320,0.032712,-3.902320,0.032712,-3.833600,0.066237,,,,-0.068720,-0.033525,0.076462,1.000000,-0.000001,0.00,0
47,0.582,-3.902320,0.032712,-3.902320,0.032712,-3.832160,0.067677,,,,-0.070160,-0.034965,0.078390,1.000000,-0.000001,0.00,0
48,0.585,-3.902320,0.032712,-3.902320,0.032712,-3.830720,0.069117,,,,-0.071600,-0.036405,0.080324,1.000000,-0.000001,0.00,0
49,0.586,-3.902320,0.032712,-3.902320,0.032712,-3.829280,0.070557,,,,-0.073040,-0.037845,0.082262,1.000000,-0.000001,0.00,0
50,0.590,-3.902320,0.032712,-3.902320,0.032712,-3.827840,0.071997,,,,-0.074480,-0.039285,0.084206,1.000000,-0.000001,0.00,0
51,0.594,-3.902320,0.032712,-3.902320,0.032712,-3.826400,0.073437,,,,-0.075920,-0.040725,0.086153,1.000000,-0.000001,0.00,0
52,0.598,-3.902320,0.032712,-3.902320,0.032712,-3.824960,0.074877,,,,-0.077360,-0.042165,0.088105,1.000000,-0.000001,0.00,0
53,0.601,-3.902320,0.032712,-3.902320,0.032712,-3.823520,0.076317,,,,-0.078800,-0.043605,0.090060,1.000000,-0.000001,0.00,0
54,0.604,-3.902320,0.032712,-3.902320,0.032712,-3.822080,0.077757,,,,-0.080240,-0.045045,0.092019,1.000000,-0.000001,0.00,0
55,0.611,-3.902320,0.032712,-3.902320,0.032712,-3.820640,0.079197,,,,-0.081680,-0.046485,0.093981,1.000000,-0.000001,0.00,0
56,0.613,-3.902320,0.032712,-3.902320,0.032712,-3.819200,0.080637,,,,-0.083120,-0.047925,0.095947,1.000000,-0.000001,0.00,0
57,0.617,-3.902320,0.032712,-3.902320,0.032712,-3.817760,0.082077,,,,-0.084560,-0.049365,0.097915,1.000000,-0.000001,0.00,0
58,0.620,-3.902320,0.032712,-3.902320,0.032712,-3.816320,0.083517,,,,-0.086000,-0.050805,0.099886,1.000000,-0.000001,0.00,0
59,0.621,-3.902320,0.032712,-3.902320,0.032712,-3.814880,0.084957,,,,-0.087440,-0.052245,0.101859,1.000000,-0.000001,0.00,0
60,0.636,-3.873803,0.046486,-3.858810,0.036764,-3.813440,0.086397,-0.060364,-0.039912,0.072365,-0.045370,-0.049633,0.067245,1.000000,-0.000001,11.51,1
61,0.638,-3.873803,0.046486,-3.873803,0.046486,-3.812000,0.087837,,,,-0.061804,-0.041352,0.074362,1.000000,-0.000001,0.00,0
62,0.641,-3.873803,0.046486,-3.873803,0.046486,-3.810560,0.089277,,,,-0.063244,-0.042792,0.076360,1.000000,-0.000001,0.00,0
63,0.644,-3.873803,0.046486,-3.873803,0.046486,-3.809120,0.090717,,,,-0.064684,-0.044232,0.078361,1.000000,-0.000002,0.00,0
64,0.648,-3.873803,0.046486,-3.873803,0.046486,-3.807680,0.092157,,,,-0.066124,-0.045672,0.080363,1.000000,-0.000002,0.00,0
65,0.650,-3.873803,0.046486,-3.873803,0.046486,-3.806240,0.093597,,,,-0.067564,-0.047112,0.082367,1.000000,-0.000002,0.00,0
66,0.654,-3.873803,0.046486,-3.873803,0.046486,-3.804800,0.095037,,,,-0.069004,-0.048552,0.084373,1.000000,-0.000002,0.00,0
67,0.657,-3.873803,0.046486,-3.873803,0.046486,-3.803360,0.096477,,,,-0.070444,-0.049992,0.086380,1.000000,-0.000002,0.00,0
68,0.660,-3.873803,0.046486,-3.873803,0.046486,-3.801920,0.097917,,,,-0.071884,-0.051432,0.088388,1.000000,-0.000002,0.00,0
69,0.663,-3.873803,0.046486,-3.873803,0.046486,-3.800480,0.099357,,,,-0.073324,-0.052872,0.090398,1.000000,-0.000002,0.00,0
70,0.664,-3.873803,0.046486,-3.873803,0.046486,-3.799040,0.100797,,,,-0.074764,-0.054312,0.092409,1.000000,-0.000002,0.00,0
71,0.668,-3.873803,0.046486,-3.873803,0.046486,-3.797600,0.102237,,,,-0.076204,-0.055752,0.094421,1.000000,-0.000002,0.00,0
72,0.671,-3.873803,0.046486,-3.873803,0.046486,-3.796160,0.103677,,,,-0.077644,-0.057192,0.096434,1.000000,-0.000002,0.00,0
73,0.673,-3.873803,0.046486,-3.873803,0.046486,-3.794720,0.105117,,,,-0.079084,-0.058632,0.098447,1.000000,-0.000002,0.00,0
74,0.678,-3.873803,0.046486,-3.873803,0.046486,-3.793280,0.106557,,,,-0.080524,-0.060072,0.100462,1.000000,-0.000002,0.00,0
75,0.691,-3.869499,0.051986,-3.847248,0.071463,-3.791840,0.107997,-0.077659,-0.056012,0.095751,-0.055409,-0.036535,0.066369,1.000000,-0.000002,11.04,1
76,0.693,-3.869499,0.051986,-3.869499,0.051986,-3.790400,0.109437,,,,-0.079099,-0.057452,0.097762,1.000000,-0.000002,0.00,0
77,0.695,-3.869499,0.051986,-3.869499,0.051986,-3.788960,0.110877,,,,-0.080539,-0.058892,0.099774,1.000000,-0.000002,0.00,0
78,0.699,-3.869499,0.051986,-3.869499,0.051986,-3.787520,0.112317,,,,-0.081979,-0.060332,0.101787,1.000000,-0.000002,0.00,0
79,0.701,-3.869499,0.051986,-3.869499,0.051986,-3.786080,0.113757,,,,-0.083419,-0.061772,0.103800,1.000000,-0.000002,0.00,0
80,0.704,-3.869499,0.051986,-3.869499,0.051986,-3.784640,0.115197,,,,-0.084859,-0.063212,0.105815,1.000000,-0.000002,0.00,0
81,0.706,-3.869499,0.051986,-3.869499,0.051986,-3.783200,0.116637,,,,-0.086299,-0.064652,0.107830,1.000000,-0.000002,0.00,0
82,0.708,-3.869499,0.051986,-3.869499,0.051986,-3.781760,0.118077,,,,-0.087739,-0.066092,0.109847,1.000000,-0.000002,0.00,0
83,0.712,-3.869499,0.051986,-3.869499,0.051986,-3.780320,0.119517,,,,-0.089179,-0.067532,0.111864,1.000000,-0.000002,0.00,0
84,0.716,-3.869499,0.051986,-3.869499,0.051986,-3.778880,0.120957,,,,-0.090619,-0.068972,0.113881,1.000000,-0.000002,0.00,0
85,0.719,-3.869499,0.051986,-3.869499,0.051986,-3.777440,0.122397,,,,-0.092059,-0.070412,0.115899,1.000000,-0.000002,0.00,0
86,0.721,-3.869499,0.051986,-3.869499,0.051986,-3.776000,0.123837,,,,-0.093499,-0.071852,0.117918,1.000000,-0.000002,0.00,0
87,0.724,-3.869499,0.051986,-3.869499,0.051986,-3.774560,0.125277,,,,-0.094939,-0.073292,0.119938,1.000000,-0.000002,0.00,0
88,0.728,-3.869499,0.051986,-3.869499,0.051986,-3.773120,0.126717,,,,-0.096379,-0.074732,0.121958,1.000000,-0.000002,0.00,0
89,0.730,-3.869499,0.051986,-3.869499,0.051986,-3.771680,0.128157,,,,-0.097819,-0.076172,0.123979,1.000000,-0.000002,0.00,0
90,0.745,-3.858392,0.080600,-3.869119,0.133573,-3.770240,0.129597,-0.088153,-0.048997,0.100854,-0.098879,0.003975,0.098959,1.000000,-0.000002,10.01,1
91,0.747,-3.858392,0.080600,-3.858392,0.080600,-3.768800,0.131037,,,,-0.089593,-0.050437,0.102814,1.000000,-0.000002,0.00,0
92,0.749,-3.858392,0.080600,-3.858392,0.080600,-3.767360,0.132477,,,,-0.091033,-0.051877,0.104777,1.000000,-0.000002,0.00,0
93,0.753,-3.858392,0.080600,-3.858392,0.080600,-3.765920,0.133917,,,,-0.092473,-0.053317,0.106742,1.000000,-0.000002,0.00,0
94,0.756,-3.858392,0.080600,-3.858392,0.080600,-3.764480,0.135357,,,,-0.093913,-0.054757,0.108710,1.000000,-0.000002,0.00,0
95,0.760,-3.858392,0.080600,-3.858392,0.080600,-3.763040,0.136797,,,,-0.095353,-0.056197,0.110681,1.000000,-0.000002,0.00,0
96,0.762,-3.858392,0.080600,-3.858392,0.080600,-3.761600,0.138237,,,,-0.096793,-0.057637,0.112654,1.000000,-0.000002,0.00,0
97,0.765,-3.858392,0.080600,-3.858392,0.080600,-3.760160,0.139677,,,,-0.098233,-0.059077,0.114629,1.000000,-0.000002,0.00,0
98,0.768,-3.858392,0.080600,-3.858392,0.080600,-3.758720,0.141117,,,,-0.099673,-0.060517,0.116606,1.000000,-0.000002,0.00,0
99,0.771,-3.858392,0.080600,-3.858392,0.080600,-3.757280,0.142557,,,,-0.101113,-0.061957,0.118585,1.000000,-0.000002,0.00,0
100,0.774,-3.858392,0.080600,-3.858392,0.080600,-3.755840,0.143997,,,,-0.102553,-0.063397,0.120566,1.000000,-0.000002,0.00,0
101,0.776,-3.858392,0.080600,-3.858392,0.080600,-3.754400,0.145437,,,,-0.103993,-0.064837,0.122549,1.000000,-0.000002,0.00,0
102,0.780,-3.858392,0.080600,-3.858392,0.080600,-3.752960,0.146877,,,,-0.105433,-0.066277,0.124534,1.000000,-0.000002,0.00,0
103,0.783,-3.858392,0.080600,-3.858392,0.080600,-3.751520,0.148317,,,,-0.106873,-0.067717,0.126520,1.000000,-0.000002,0.00,0
104,0.785,-3.858392,0.080600,-3.858392,0.080600,-3.750080,0.149757,,,,-0.108313,-0.069157,0.128508,1.000000,-0.000002,0.00,0
105,0.799,-3.814954,0.124519,-3.728493,0.168521,-3.748640,0.151197,-0.066314,-0.026678,0.071479,0.020147,0.017324,0.026571,1.000000,-0.000002,11.02,1
106,0.801,-3.814954,0.124519,-3.814954,0.124519,-3.747200,0.152637,,,,-0.067754,-0.028118,0.073357,1.000000,-0.000002,0.00,0
107,0.805,-3.814954,0.124519,-3.814954,0.124519,-3.745760,0.154077,,,,-0.069194,-0.029558,0.075243,1.000000,-0.000002,0.00,0
108,0.807,-3.814954,0.124519,-3.814954,0.124519,-3.744320,0.155517,,,,-0.070634,-0.030998,0.077136,1.000000,-0.000002,0.00,0
109,0.810,-3.814954,0.124519,-3.814954,0.124519,-3.742880,0.156957,,,,-0.072074,-0.032438,0.079037,1.000000,-0.000002,0.00,0
110,0.813,-3.814954,0.124519,-3.814954,0.124519,-3.741440,0.158397,,,,-0.073514,-0.033878,0.080944,1.000000,-0.000002,0.00,0
111,0.816,-3.814954,0.124519,-3.814954,0.124519,-3.740000,0.159837,,,,-0.074954,-0.035318,0.082858,1.000000,-0.000002,0.00,0
112,0.820,-3.814954,0.124519,-3.814954,0.124519,-3.738560,0.161277,,,,-0.076394,-0.036758,0.084777,1.000000,-0.000002,0.00,0
113,0.823,-3.814954,0.124519,-3.814954,0.124519,-3.737120,0.162717,,,,-0.077834,-0.038198,0.086702,1.000000,-0.000002,0.00,0
114,0.826,-3.814954,0.124519,-3.814954,0.124519,-3.735680,0.164157,,,,-0.079274,-0.039638,0.088631,1.000000,-0.000002,0.00,0
115,0.829,-3.814954,0.124519,-3.814954,0.124519,-3.734240,0.165597,,,,-0.080714,-0.041078,0.090566,1.000000,-0.000002,0.00,0
116,0.832,-3.814954,0.124519,-3.814954,0.124519,-3.732800,0.167037,,,,-0.082154,-0.042518,0.092504,1.000000,-0.000002,0.00,0
117,0.835,-3.814954,0.124519,-3.814954,0.124519,-3.731360,0.168477,,,,-0.083594,-0.043958,0.094447,1.000000,-0.000002,0.00,0
118,0.840,-3.814954,0.124519,-3.814954,0.124519,-3.729920,0.169917,,,,-0.085034,-0.045398,0.096394,1.000000,-0.000002,0.00,0
119,0.842,-3.814954,0.124519,-3.814954,0.124519,-3.728480,0.171357,,,,-0.086474,-0.046838,0.098344,1.000000,-0.000002,0.00,0
120,0.856,-3.752332,0.149452,-3.659384,0.146263,-3.727040,0.172797,-0.025292,-0.023345,0.034419,0.067656,-0.026534,0.072673,1.000000,-0.000002,10.51,1
121,0.859,-3.752332,0.149452,-3.752332,0.149452,-3.725600,0.174237,,,,-0.026732,-0.024785,0.036454,1.000000,-0.000002,0.00,0
122,0.861,-3.752332,0.149452,-3.752332,0.149452,-3.724160,0.175677,,,,-0.028172,-0.026225,0.038489,1.000000,-0.000002,0.00,0
123,0.864,-3.752332,0.149452,-3.752332,0.149452,-3.722720,0.177117,,,,-0.029612,-0.027665,0.040524,1.000000,-0.000002,0.00,0
124,0.867,-3.752332,0.149452,-3.752332,0.149452,-3.721280,0.178557,,,,-0.031052,-0.029105,0.042560,1.000000,-0.000002,0.00,0
125,0.870,-3.752332,0.149452,-3.752332,0.149452,-3.719840,0.179997,,,,-0.032492,-0.030545,0.044595,1.000000,-0.000002,0.00,0
126,0.873,-3.752332,0.149452,-3.752332,0.149452,-3.718400,0.181437,,,,-0.033932,-0.031985,0.046631,1.000000,-0.000002,0.00,0
127,0.875,-3.752332,0.149452,-3.752332,0.149452,-3.716960,0.182877,,,,-0.035372,-0.033425,0.048666,1.000000,-0.000002,0.00,0
128,0.880,-3.752332,0.149452,-3.752332,0.149452,-3.715520,0.184317,,,,-0.036812,-0.034865,0.050702,1.000000,-0.000002,0.00,0
129,0.883,-3.752332,0.149452,-3.752332,0.149452,-3.714080,0.185757,,,,-0.038252,-0.036305,0.052738,1.000000,-0.000002,0.00,0
130,0.886,-3.752332,0.149452,-3.752332,0.149452,-3.712640,0.187197,,,,-0.039692,-0.037745,0.054774,1.000000,-0.000002,0.00,0
131,0.888,-3.752332,0.149452,-3.752332,0.149452,-3.711200,0.188637,,,,-0.041132,-0.039185,0.056809,1.000000,-0.000002,0.00,0
132,0.891,-3.752332,0.149452,-3.752332,0.149452,-3.709760,0.190077,,,,-0.042572,-0.040625,0.058845,1.000000,-0.000002,0.00,0
133,0.895,-3.752332,0.149452,-3.752332,0.149452,-3.708320,0.191517,,,,-0.044012,-0.042065,0.060881,1.000000,-0.000002,0.00,0
134,0.899,-3.752332,0.149452,-3.752332,0.149452,-3.706880,0.192957,,,,-0.045452,-0.043505,0.062917,1.000000,-0.000002,0.00,0
135,0.912,-3.692752,0.163828,-3.690378,0.176700,-3.705440,0.194397,0.012688,-0.030569,0.033098,0.015062,-0.017697,0.023239,1.000000,-0.000002,10.51,1
136,0.914,-3.692752,0.163828,-3.692752,0.163828,-3.704000,0.195837,,,,0.011248,-0.032009,0.033928,1.000000,-0.000002,0.00,0
137,0.921,-3.692752,0.163828,-3.692752,0.163828,-3.702560,0.197277,,,,0.009808,-0.033449,0.034857,1.000000,-0.000002,0.00,0
138,0.924,-3.692752,0.163828,-3.692752,0.163828,-3.701120,0.198717,,,,0.008368,-0.034889,0.035879,1.000000,-0.000002,0.00,0
139,0.926,-3.692752,0.163828,-3.692752,0.163828,-3.699680,0.200157,,,,0.006928,-0.036329,0.036984,1.000000,-0.000002,0.00,0
140,0.929,-3.692752,0.163828,-3.692752,0.163828,-3.698240,0.201597,,,,0.005488,-0.037769,0.038166,1.000000,-0.000002,0.00,0
141,0.932,-3.692752,0.163828,-3.692752,0.163828,-3.696800,0.203037,,,,0.004048,-0.039209,0.039418,1.000000,-0.000002,0.00,0
142,0.935,-3.692752,0.163828,-3.692752,0.163828,-3.695360,0.204477,,,,0.002608,-0.040649,0.040733,1.000000,-0.000002,0.00,0
143,0.938,-3.692752,0.163828,-3.692752,0.163828,-3.693920,0.205917,,,,0.001168,-0.042089,0.042105,1.000000,-0.000002,0.00,0
144,0.942,-3.692752,0.163828,-3.692752,0.163828,-3.692480,0.207357,,,,-0.000272,-0.043529,0.043530,1.000000,-0.000002,0.00,0
145,0.945,-3.692752,0.163828,-3.692752,0.163828,-3.691040,0.208797,,,,-0.001712,-0.044969,0.045002,1.000000,-0.000002,0.00,0
146,0.948,-3.692752,0.163828,-3.692752,0.163828,-3.689600,0.210237,,,,-0.003152,-0.046409,0.046516,1.000000,-0.000002,0.00,0
147,0.951,-3.692752,0.163828,-3.692752,0.163828,-3.688160,0.211677,,,,-0.004592,-0.047849,0.048069,1.000000,-0.000002,0.00,0
148,0.954,-3.692752,0.163828,-3.692752,0.163828,-3.686720,0.213117,,,,-0.006032,-0.049289,0.049657,1.000000,-0.000002,0.00,0
149,0.956,-3.692752,0.163828,-3.692752,0.163828,-3.685280,0.214557,,,,-0.007472,-0.050729,0.051277,1.000000,-0.000002,0.00,0
150,0.972,-3.685353,0.175338,-3.706296,0.203051,-3.683840,0.215997,-0.001513,-0.040659,0.040687,-0.022456,-0.012946,0.025920,1.000000,-0.000002,10.50,1
151,0.974,-3.685353,0.175338,-3.685353,0.175338,-3.682400,0.217437,,,,-0.002953,-0.042099,0.042202,1.000000,-0.000002,0.00,0
152,0.978,-3.685353,0.175338,-3.685353,0.175338,-3.680960,0.218877,,,,-0.004393,-0.043539,0.043760,1.000000,-0.000002,0.00,0
153,0.981,-3.685353,0.175338,-3.685353,0.175338,-3.679520,0.220317,,,,-0.005833,-0.044979,0.045356,1.000000,-0.000002,0.00,0
154,0.984,-3.685353,0.175338,-3.685353,0.175338,-3.678080,0.221757,,,,-0.007273,-0.046419,0.046985,1.000000,-0.000002,0.00,0
155,0.985,-3.685353,0.175338,-3.685353,0.175338,-3.676640,0.223197,,,,-0.008713,-0.047859,0.048646,1.000000,-0.000002,0.00,0
156,0.988,-3.685353,0.175338,-3.685353,0.175338,-3.675200,0.224637,,,,-0.010153,-0.049299,0.050334,1.000000,-0.000002,0.00,0
157,0.990,-3.685353,0.175338,-3.685353,0.175338,-3.673760,0.226077,,,,-0.011593,-0.050739,0.052047,1.000000,-0.000002,0.00,0
158,0.994,-3.685353,0.175338,-3.685353,0.175338,-3.672320,0.227517,,,,-0.013033,-0.052179,0.053782,1.000000,-0.000002,0.00,0
159,0.996,-3.685353,0.175338,-3.685353,0.175338,-3.670880,0.228957,,,,-0.014473,-0.053619,0.055538,1.000000,-0.000002,0.00,0
160,1.001,-3.685353,0.175338,-3.685353,0.175338,-3.669440,0.230397,,,,-0.015913,-0.055059,0.057312,1.000000,-0.000002,0.00,0
161,1.004,-3.685353,0.175338,-3.685353,0.175338,-3.668000,0.231837,,,,-0.017353,-0.056499,0.059104,1.000000,-0.000002,0.00,0
162,1.007,-3.685353,0.175338,-3.685353,0.175338,-3.666560,0.233277,,,,-0.018793,-0.057939,0.060911,1.000000,-0.000002,0.00,0
163,1.011,-3.685353,0.175338,-3.685353,0.175338,-3.665120,0.234717,,,,-0.020233,-0.059379,0.062731,1.000000,-0.000002,0.00,0
164,1.014,-3.685353,0.175338,-3.685353,0.175338,-3.663680,0.236157,,,,-0.021673,-0.060819,0.064565,1.000000,-0.000002,0.00,0
165,1.028,-3.687503,0.193743,-3.665835,0.201479,-3.662240,0.237597,-0.025264,-0.043854,0.050610,-0.003596,-0.036118,0.036297,1.000000,-0.000002,10.51,1
166,1.030,-3.687503,0.193743,-3.687503,0.193743,-3.660800,0.239037,,,,-0.026704,-0.045294,0.052579,1.000000,-0.000002,0.00,0
167,1.032,-3.687503,0.193743,-3.687503,0.193743,-3.659360,0.240477,,,,-0.028144,-0.046734,0.054554,1.000000,-0.000002,0.00,0
168,1.035,-3.687503,0.193743,-3.687503,0.193743,-3.657920,0.241917,,,,-0.029584,-0.048174,0.056532,1.000000,-0.000002,0.00,0
169,1.038,-3.687503,0.193743,-3.687503,0.193743,-3.656480,0.243357,,,,-0.031024,-0.049614,0.058515,1.000000,-0.000002,0.00,0
170,1.041,-3.687503,0.193743,-3.687503,0.193743,-3.655040,0.244797,,,,-0.032464,-0.051054,0.060501,1.000000,-0.000002,0.00,0
171,1.044,-3.687503,0.193743,-3.687503,0.193743,-3.653600,0.246237,,,,-0.033904,-0.052494,0.062490,1.000000,-0.000002,0.00,0
172,1.048,-3.687503,0.193743,-3.687503,0.193743,-3.652160,0.247677,,,,-0.035344,-0.053934,0.064483,1.000000,-0.000002,0.00,0
173,1.050,-3.687503,0.193743,-3.687503,0.193743,-3.650720,0.249117,,,,-0.036784,-0.055374,0.066478,1.000000,-0.000002,0.00,0
174,1.053,-3.687503,0.193743,-3.687503,0.193743,-3.649280,0.250557,,,,-0.038224,-0.056814,0.068475,1.000000,-0.000002,0.00,0
175,1.056,-3.687503,0.193743,-3.687503,0.193743,-3.647840,0.251997,,,,-0.039664,-0.058254,0.070475,1.000000,-0.000002,0.00,0
176,1.059,-3.687503,0.193743,-3.687503,0.193743,-3.646400,0.253437,,,,-0.041104,-0.059694,0.072476,1.000000,-0.000002,0.00,0
177,1.062,-3.687503,0.193743,-3.687503,0.193743,-3.644960,0.254877,,,,-0.042544,-0.061134,0.074480,1.000000,-0.000002,0.00,0
